kommunenr,kommune,fil,dokumenttype,tittel,side,avsnitt,n_sterk,n_svak,treff,n_treff,format,url
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_2025-2030,bolig,Bustadpolitisk plan 2025-2030 (vedteken 20.11.24),30,"For folk handlar det om at det skal vere attraktivt både å jobbe og bu ein stad. Inkludering og busetjing av arbeidsinnvandrarar kan vere avgjerande for å skaffe arbeidskraft som trengs til næringsutvikling og kommunale tenester. Bustadpolitikken kan ha mykje å seie for om dei med kompetanse som staden treng, skal kome for å bli. Mange tilflytterar vil gjerne leige i første omgang før dei ønskjer å kjøpe. Kapasiteten på leigemarknaden i Hemsedal er sprengt. Dei større (mest sannsynleg også dei små) reiselivsaktørane har store utfordringar med å finne bustad til sine tilsette. Både til sesongarbeidarar og dei som er tilsett i lengre kontraktar. I tråd med utviklinga til Hemsedal med mål om fleire heilårstillingar og sesongutviding, er det også behov for fleire bustadar til «sesong-arbeidarar» som potensielt blir «heilårstilsette». I tillegg til eit høgt press på leigemarknaden er ofte bu-standard på utleigeeiningar lågare enn på eigarleilegheiter. Dette kan vidare bidra til større sosiale helseforskjellar.",1,0,innvandrarar,1,pdf,https://www.hemsedal.kommune.no/siteassets/bilder/hemsedal/bustadpolitisk-plan-2025-2030_vedteken201124.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_2025-2030,bolig,Bustadpolitisk plan 2025-2030 (vedteken 20.11.24),33,"Styrkar (nosituasjon) Elva Heimsil Buplikt Moglegheit for å formålsendre fritid til bustad Frivilligsentralen Tal framtidig regulerte einingar er vurdert til å dekke det generelle behovet fram mot 2030 Vekst i folketal Låg andel kommunalt disponerte bustadar opp mot landsstatistikken, noko som heng saman med lågare andel vanskelegstilte Moglegheiter Mindre bueiningar og konsentrert bustadbygging Fortetting og transformasjon Prioritere sentrumsnære leiligheiter Utvikle tettstadar innanfrå og ut Skjerma uteareal og gode fellesområde Fleirmannsbustadar og auka variasjon av bustadtypar Senke uteromskrav til bustadar i sentrumskjernen Gode felles uteareal Funksjonsblanding Meir tilrettelegging for lågterskel friluftsliv Fleire leiligheiter for eldre slik at dei kan bu i nærleik av dei viktigaste tenestene Mål 1 FIFA-plan: Tilgjengelege og attraktive nærområde Tuv utvikling; Utvikling av bustadar i sentrumskjernen av Tuv Utvikling av kollektivkonsept (transportsystem) for å styrke mobilitet mellom dei tre tettstadane og (grendene?) Profesjonalisering av utleigemarknaden",1,1,"folketal, eldre",2,pdf,https://www.hemsedal.kommune.no/siteassets/bilder/hemsedal/bustadpolitisk-plan-2025-2030_vedteken201124.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_2025-2030,bolig,Bustadpolitisk plan 2025-2030 (vedteken 20.11.24),33,Veksten i innbyggjartal er avhengig av innvandring; Mange,1,0,innvandring,1,pdf,https://www.hemsedal.kommune.no/siteassets/bilder/hemsedal/bustadpolitisk-plan-2025-2030_vedteken201124.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_2025-2030,bolig,Bustadpolitisk plan 2025-2030 (vedteken 20.11.24),44,"Inkludering og busetjing av arbeidsinnvandrarar kan vere avgjerande for å skaffe arbeidskraft som trengs til næringsutvikling og kommunale tenester. Bustadpolitikken kan ha mykje å seie for om dei med kompetanse som staden treng, skal kome for å bli. Vi snakkar om næringsutvikling, tilflyttingsarbeid og inkludering av både ungdom og innvandrarar. Vi snakkar om å byggje bustadane folk vil bu i, om å inkludere dei eldre, om å skape eit klima- og miljøvenleg sentrum. Det er heilt avgjerande at alt dette heng saman. Kommunen klarar seg best ved å sjå og forstå flest mogeleg samanhengar, snakke med dei rette til rett tid og skape samspel, både intert i organisasjonen og eksternt. Ofte kan løysingane ligge i eit regionalt samspel.",3,1,"innvandrarar, tilflyttingsarbeid, eldre",4,pdf,https://www.hemsedal.kommune.no/siteassets/bilder/hemsedal/bustadpolitisk-plan-2025-2030_vedteken201124.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_kunnskapsgrunnlag,bolig,Bustadpolitisk plan - kunnskapsgrunnlag,4,"Det er stor spreiing i tilbakemeldingane frå kommunane med omsyn til korleis det samarbeidast med næringslivet på meir strategisk og overordna nivå, og ikkje berre når private utarbeider detaljreguleringsplanar eller gis private arealinnspill ved kommuneplanrevisjonar. Nokon kommunar oppgjer at det er jamleg dialog og møter mellom kommunen og private om den generelle bustadutvikling når det utarbeidast bustadplanar (strategiar). Fleire oppgjev også at det er gjort vedtak om at det skal vere en tettare dialog med næringslivet. I enkelte kommunar er det etablert felles arenaer mellom kommunen og bustad utviklarar som møtast 3-4 gangar i året. b. Det er behov for eit betre samarbeid mellom kommunane og bustadnæringa om bustadbehov for å skape ei felles forståing for tilpassingar og utfordringar som må løysast. Fleire kommunar peiker også på betre fag- og sektorsamordning internt i kommunane, og samarbeidet med kompetanseorgan som Husbanken. 3) Utvikling av nye verkemiddel der staten gjennom Husbanken bør få ei ny rolle a. Næringslivet ønsker å være med å diskutere bustadbehov på meir strategisk nivå. Husbanken peikte på at det også er et potensiale for å sjå dei offentlege verkemidlane i samanheng med private når bustadbehovet er klarlagt. Kva kan dei private bidra med saman med kommunen for å løyse bustadbehovet? Kommunale tomteselskap Enkelte kommunar har etabler kommunale tomteselskap som aksjeselskap eller føretak som verkemiddel i bustadpolitikken. Basert på en nettsøk er det i dette prosjektet identifisert 9 kommunale tomteselskap der kommunen har fleirtal på eigarsida og deira formål, slik det går fram av nettsidene er å fram skaffe tilrettelagte tomter for bustadforsyninga i respektive kommunar. Mangelfulle bustadbehovsvurderingar og analysar Det har i rapporten til Norconsult vert gjennomgåande einigheit blant kommunar, næringslivet og øvrige deltakarar i diskusjonane om at analysane og metodane for vurdering av bustad- og bustadbyggebehov er mangelfulle og treng utvikling. For kommunar som ønsker å ta ei rolle som aktiv bustadpolitisk aktør vil gode bustadbehovsvurderingar vere av stor betydning og eit viktig grunnlag for utvikling av bustadpolitikk, arealpolitikk og val av verkemidlar. Det vil også være et viktig grunnlag for næringslivet som skal levere bustadar samfunnet har behov for. «Underlaget i prosjektet (KS/FoU) peikar klart i retning av at dagens bustadbehovsvurderingar i for stor grad bygger på dels usikre befolkningsprognosar og vekstmål i kommuneplanen, og i for liten grad tar inn sosioøkonomiske aspekt og den kompleksiteten bustadbehovet har når bustad for alle er utgangspunktet. NOVERANDE BUSITUASJON, BEHOV, BEFOLKNINGSPROGNOSAR OG MOGELEGE BEHOV I HEMSEDAL Folketalet i Hemsedal var i følgje Statistisk sentralbyrå per 01.01.2022: 2 611 personar. Folketalsframskrivingar frå SSB viser ei folketalsauke, med 2 989 innbyggjarar i 2030. Hemsedal kommune hadde i 2021 225 tilflyttarar, og 172 fråflyttarar. Netto tilflytting i 2021 var på 53 personar. I tillegg er det sesongarbeidarar som ikkje registrera flytting i folkeregisteret.",4,3,"folketalet, folketalsframskrivingar, folketalsauke, tilflytting, befolkningsprognosar, ssb",7,pdf,https://www.hemsedal.kommune.no/siteassets/plan.-bygg-og-eigedom/bustadpolitisk-plan/kunnskapsgrunnlag.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_kunnskapsgrunnlag,bolig,Bustadpolitisk plan - kunnskapsgrunnlag,5,"SSB sitt hovudalternativ som inneheld både innanlands tilflytting og innvandring, gjev ein vekst på 378 personar (14,5%) fram mot 2030. Tala i prognosen frå SSB er avhengig av flytting for å få nemneverdig vekst. I eit scenario kor ingen får flytte til og frå kommunen aukar befolkninga med 41 personar (1,6%) fram mot 2030. Konklusjonen er at Hemsedal er heilt avhengig av å få personar frå andre kommunar/land for å ha befolkningsvekst, då kommunen si befolkning har ei alderssamansetning som ikkje vil gje befolkningsvekst («naturleg» utvikling for Hemsedal vil gje befolkningsnedgang frå rundt 2045). Du ser av tabellane over, at nettotilflytting på 53 personar er avhengig av innvandring. Flyttetal/innvandringstal er uforutsigbare, noko som understrekar usikkerheten i prognosane for Hemsedal (saman med at kommunen har relativt få busette i utgangspunktet). Av innanlands innvandring kjem flest av dei som i løpet av 2020 og 2021 flytta til Hemsedal frå Oslo, Bærum, Asker, Gol og Hol. Hemsedal har stor innanlands utflytting av innbyggjarar til Gol kommune. 35 13 8",10,8,"tilflytting, innvandring, befolkningsvekst, befolkningsnedgang, innvandringstal, utflytting, ssb, prognosen, befolkninga, befolkning",18,pdf,https://www.hemsedal.kommune.no/siteassets/plan.-bygg-og-eigedom/bustadpolitisk-plan/kunnskapsgrunnlag.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_kunnskapsgrunnlag,bolig,Bustadpolitisk plan - kunnskapsgrunnlag,5,"Oversikta «nettoflytting etter alder» viser at det er størst tilflytting i aldersgruppa 25-39 år (2021). Framskreve folkemengde etter alder og år etter tala til SBB, viser derimot ei anna fordeling, med oppgang i folketal i aldersgruppa 19-24 år, og nedgang i aldersgruppa 25-39 år.",3,0,"nettoflytting, tilflytting, folketal",3,pdf,https://www.hemsedal.kommune.no/siteassets/plan.-bygg-og-eigedom/bustadpolitisk-plan/kunnskapsgrunnlag.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_kunnskapsgrunnlag,bolig,Bustadpolitisk plan - kunnskapsgrunnlag,5,Vi ser vidare i framskrivingane at dei største aukane i folketalet kjem i aldersgruppa 40 år og oppover. Kurva er særleg bratt i alderssegmentet 55-66 år. Det er ein nasjonal trend at fleire i dette alderstrinnet ønskjer å bu meir sentralt og i bustadar som krev minimalt vedlikehald.,2,0,"framskrivingane, folketalet",2,pdf,https://www.hemsedal.kommune.no/siteassets/plan.-bygg-og-eigedom/bustadpolitisk-plan/kunnskapsgrunnlag.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_kunnskapsgrunnlag,bolig,Bustadpolitisk plan - kunnskapsgrunnlag,6,"Som du ser av tabellen under er det forventa ein viss vekst i aldersgruppa mellom 18-49 år fram mot 2030 (+48 innbyggjarar) før veksten flata ut fram mot 2050. Framskrivingane til SSB viser ei auke i antall eldre i den demografiske fordelinga på innbyggjarane i Hemsedal. I 2030 vil ein ha 116 fleire innbyggjarar i aldersgruppa over 67 år. Om du ser på framskrivingane for 2050 viser tala at ein vil ha ei aldersfordeling med 470 fleire personar over 67 år enn det ein har i dag. I 2030 vil auke i aldersgruppa i arbeidsfør alder (18-66 år) med +203; vere høgare enn auka i aldersgruppa over 67 år (+116). I 2050 vil bildet vere annleis, der ein har ei total auke på 212 personar i arbeidsfør alder, og ei auke på 470 i aldersgruppa over 67 år. I 2050 vil ein etter framskrivingane ha ei total auke på 212 personar i arbeidsfør alder, og ei auke på 470 i aldersgruppa over 67 år i Hemsedal kommune. (Illustrasjon: Shutterstock. Søylene er bare ment som illustrasjon av temaet ikke som eksakte størrelser)",14,2,"framskrivingane, antall eldre, demografiske, over 67, aldersfordeling, arbeidsfør alder, ssb, eldre",16,pdf,https://www.hemsedal.kommune.no/siteassets/plan.-bygg-og-eigedom/bustadpolitisk-plan/kunnskapsgrunnlag.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_kunnskapsgrunnlag,bolig,Bustadpolitisk plan - kunnskapsgrunnlag,7,"I BUSTADAR Hemsedal har stor andel av eneboliger. Dette syner også igjen i statistikken for bruksareal per bustad, samanlikna med landsnivået (tabell 06513 datakjelde:SSB). Hemsedal ligg over landssnittet i antal bustadar 100 kvm og over. På bustadar med mindre enn 100 kvm ligg Hemsedal under landssnittet i antall einingar. Det er særleg i antal einingar under 50 kvm, at Hemsedal tydeleg skil seg frå landsgjennomsnittet. https://www.ssb.no/statbank/table/06265/tableViewLayout1/ *Kjennemerkene som brukes er bygningstype, bygningsstatus, bruksenhetstype og hvorvidt det er registrert bosatte i bruksenhet eller bygning. Fritidsboliger og bruksenheter registrert som annet enn bolig inkluderes i statistikken dersom det ifølge folkeregisteret er registrert bosatte på boligens adresse. Folkeregisteret brukes også til å overstyre informasjon, eksempelvis ved manglende ferdigattest, dersom det er registrert bosatte i bygningen. I tillegg imputeres boliger i boligbygninger med registrert bosatte men uten registrerte bruksenheter. Andre bygningstyper inkluderer i hovedsak boliger i garasjer, næringsbygninger og andre bygningstyper som ikke er boligbygninger.",0,2,ssb,2,pdf,https://www.hemsedal.kommune.no/siteassets/plan.-bygg-og-eigedom/bustadpolitisk-plan/kunnskapsgrunnlag.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_kunnskapsgrunnlag,bolig,Bustadpolitisk plan - kunnskapsgrunnlag,11,Framskrivingar Statistisk sentralbyrå (SSB):,1,1,"framskrivingar, ssb",2,pdf,https://www.hemsedal.kommune.no/siteassets/plan.-bygg-og-eigedom/bustadpolitisk-plan/kunnskapsgrunnlag.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_kunnskapsgrunnlag,bolig,Bustadpolitisk plan - kunnskapsgrunnlag,11,Aldersgruppa 55-66 år: Fram mot 2030 er det forventa ei særleg auke i aldersgruppa 55-66 år. +155 Nettoflytting 55-66 år: 8 stk 67 år og oppover: Det er lite alternativ på bustadar for denne gruppa slik det er i dag. I tillegg er det forventa +116 Nettoflytting 67 år og opppover: 2 stk 25-39 år: -7 Det er i denne aldersgruppa Hemsedal har størst tilflytting Nettoflytting 40-54 år: 13 stk,6,0,"nettoflytting, 67 år, tilflytting",6,pdf,https://www.hemsedal.kommune.no/siteassets/plan.-bygg-og-eigedom/bustadpolitisk-plan/kunnskapsgrunnlag.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_kunnskapsgrunnlag,bolig,Bustadpolitisk plan - kunnskapsgrunnlag,11,"Denne statistikken er følsam og variera frå år til år (sjå framstilling neste bilde, som viser nettoflytting frå 2016-2021). Nettoinnvandring for 2021 var 53 personar. Bilde viser historikk tilbake til 2001. Du ser for eksempel at i 2016 hadde Hemsedal ei nettoinnvandring på nesten 160 personar, mens talet på nettoinnvandring i 2020, var nede i nesten 20 personar. I tillegg må ein ta høgde for at pandemi-perioden også har påverka tala.",4,0,"nettoflytting, innvandring",4,pdf,https://www.hemsedal.kommune.no/siteassets/plan.-bygg-og-eigedom/bustadpolitisk-plan/kunnskapsgrunnlag.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_kunnskapsgrunnlag,bolig,Bustadpolitisk plan - kunnskapsgrunnlag,12,Nettoflytting oppdelt i aldersgrupper: Nettoflytting inkl.innvandring etter alder for Hemsedal 50,3,0,"nettoflytting, innvandring",3,pdf,https://www.hemsedal.kommune.no/siteassets/plan.-bygg-og-eigedom/bustadpolitisk-plan/kunnskapsgrunnlag.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_kunnskapsgrunnlag,bolig,Bustadpolitisk plan - kunnskapsgrunnlag,12,Nettoflytting (ikkje delt opp i aldersgrupper):,1,0,nettoflytting,1,pdf,https://www.hemsedal.kommune.no/siteassets/plan.-bygg-og-eigedom/bustadpolitisk-plan/kunnskapsgrunnlag.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_kunnskapsgrunnlag,bolig,Bustadpolitisk plan - kunnskapsgrunnlag,13,"Eit mangfaldig lokalsamfunn: Når vi ser på utviklinga i Hemsedal ser vi at 722 av innbyggjarane i Hemsedal er innvandrarar og norskfødde med innvandrarforeldre. Grafen er aukande. Auken er samanfallande med nettoinnvandringa. +52 +26 Tabellen under viser at mange av dei som bur i Hemsedal har bakgrunn frå Sverige, Litauen, Polen og Tyskland:",3,1,"innvandrarar, innvandrarforeldre, innvandringa, eldre",4,pdf,https://www.hemsedal.kommune.no/siteassets/plan.-bygg-og-eigedom/bustadpolitisk-plan/kunnskapsgrunnlag.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_kunnskapsgrunnlag,bolig,Bustadpolitisk plan - kunnskapsgrunnlag,14,"Korleis er hushaldningane i Hemsedal? I følgje statistikken er ein stor andel av befolkninga i Hemsedal aleneboende, eller par utan hjemmeboende barn. Om du ser på bilete under, ser du at dette også er ein vaksande trend sidan 2010. I forhold til størrelse på buenhetar i Hemsedal, og utvikling, er det ein mismatch mellom type bustadar som finst og utvikling på hushaldningstypar (auke aleneboende/par). (visuell framstilling av tabellen over - 06070)",0,3,"befolkninga, aleneboende",3,pdf,https://www.hemsedal.kommune.no/siteassets/plan.-bygg-og-eigedom/bustadpolitisk-plan/kunnskapsgrunnlag.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_kunnskapsgrunnlag,bolig,Bustadpolitisk plan - kunnskapsgrunnlag,16,"1: I kolonne «2030» er det gjort berekningar ut i frå folketal- framskrivingane til SBB. Berekningane er gjort med utganspunkt i dagens fordeling i hushaldningane (figur til høgre), der andelane er fordelt utover dei ulike aldersgruppene. Tala viser eit behov for 132 einingar til innbyggjarar mellom 25-66 år fram til 2030. 2: I kolonne «Tilflyttere, 50 stk per år» tek utrekningane utgangspunkt i ei nettoinnflytting på 50 personar per år fram mot 2030. Behovet for einingar blir då totalt 252 fram mot 2030 (36 einingar per år X 7 år). 3: Om du ser på kolonne «enheter på år» under «Tilflyttere, 50 stk per år» ser du eit anslag på fordelinga og kanskje forventa størrelses behov (?). For eksempel totalt 20 einingar for einslege, 7 einingar til par og 9 familiar; der 2 einingar er aleineforsørgarar med barn. EiendomsMegler 1 Hemsedal sine tal viser at det i snitt blir solgt rundt 40 einingar (bustadar) i Hemsedal per år (tabellen viser 36 einingar per år v/50 tilflyttarar. Utanom statistikken over, flyttar sjølvsagt dei som allereie bur i Hemsedal internt i dalen. Dette inkludera for framtida særleg dei eldre.",3,1,"folketal, framskrivingane, innflytting, eldre",4,pdf,https://www.hemsedal.kommune.no/siteassets/plan.-bygg-og-eigedom/bustadpolitisk-plan/kunnskapsgrunnlag.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_kunnskapsgrunnlag,bolig,Bustadpolitisk plan - kunnskapsgrunnlag,17,BEHOV 2030 SENTRUMSNÆRE LIVSLØPSSTADARD BUSTADAR (dei som er 55-64 år i dag - 287 personar-demografiforskyving),1,0,demografiforskyving,1,pdf,https://www.hemsedal.kommune.no/siteassets/plan.-bygg-og-eigedom/bustadpolitisk-plan/kunnskapsgrunnlag.pdf
3326,Hemsedal,3326_hemsedal_bustadpolitisk_plan_kunnskapsgrunnlag,bolig,Bustadpolitisk plan - kunnskapsgrunnlag,17,"*(på 30 år vil det meste vere arva/solgt dei som er 55 da er 85år og oppover, derfor dele på 3, for 3 tiår)",1,0,85år,1,pdf,https://www.hemsedal.kommune.no/siteassets/plan.-bygg-og-eigedom/bustadpolitisk-plan/kunnskapsgrunnlag.pdf
